证券代码,证券简称,上市日期,"华证ESG评级
[交易日期] 2009-12-31","华证ESG评级
[交易日期] 2010-12-31","华证ESG评级
[交易日期] 2011-12-31","华证ESG评级
[交易日期] 2012-12-31","华证ESG评级
[交易日期] 2013-12-31","华证ESG评级
[交易日期] 2014-12-31","华证ESG评级
[交易日期] 2015-12-31","华证ESG评级
[交易日期] 2016-12-31","华证ESG评级
[交易日期] 2017-12-31","华证ESG评级
[交易日期] 2018-12-31","华证ESG评级
[交易日期] 2019-12-31","华证ESG评级
[交易日期] 2020-12-31",2009_量化值,2010_量化值,2011_量化值,2012_量化值,2013_量化值,2014_量化值,2015_量化值,2016_量化值,2017_量化值,2018_量化值,2019_量化值,2020_量化值
002210.SZ,*ST飞马,2008-01-30,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,CCC,3,3,3,3,3,3,3,3,3,3,0,0
002211.SZ,宏达新材,2008-02-01,BBB,B,BB,BB,B,BB,B,B,BB,BBB,B,B,3,1,2,2,1,2,1,1,2,3,1,1
002212.SZ,天融信,2008-02-01,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,AA,3,3,3,3,3,3,3,3,3,4,4,5
002213.SZ,大为股份,2008-02-01,BBB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,3,2,3,3,3,3,3,3,3,3,2,3
002214.SZ,大立科技,2008-02-18,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
002215.SZ,诺普信,2008-02-18,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BBB,BBB,BBB,3,3,3,3,3,2,3,3,2,3,3,3
002216.SZ,三全食品,2008-02-20,AA,AA,AA,AA,AA,AA,A,A,A,BBB,BBB,BBB,5,5,5,5,5,5,4,4,4,3,3,3
002217.SZ,合力泰,2008-02-20,BBB,BBB,BBB,CCC,BB,BBB,A,BBB,BBB,BBB,BBB,B,3,3,3,0,2,3,4,3,3,3,3,1
002218.SZ,拓日新能,2008-02-28,A,A,A,A,A,BBB,BBB,BBB,BBB,BBB,BBB,A,4,4,4,4,4,3,3,3,3,3,3,4
002219.SZ,*ST恒康,2008-03-06,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,B,BB,BB,BB,3,3,3,3,3,3,2,3,1,2,2,2
002221.SZ,东华能源,2008-03-06,A,A,A,A,A,A,BBB,BBB,BBB,BBB,BBB,A,4,4,4,4,4,4,3,3,3,3,3,4
002222.SZ,福晶科技,2008-03-19,AA,AA,AA,AA,AA,AA,A,AA,AA,AA,AA,AA,5,5,5,5,5,5,4,5,5,5,5,5
002223.SZ,鱼跃医疗,2008-04-18,BBB,BBB,BBB,BBB,A,A,BBB,A,BBB,B,BB,BBB,3,3,3,3,4,4,3,4,3,1,2,3
002224.SZ,三力士,2008-04-25,AA,AA,AA,AA,AA,AA,AA,AA,BBB,BB,BB,BB,5,5,5,5,5,5,5,5,3,2,2,2
002225.SZ,濮耐股份,2008-04-25,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BB,BBB,3,3,3,3,3,3,3,2,2,3,2,3
002226.SZ,江南化工,2008-05-06,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BB,BB,3,3,3,3,3,3,2,3,3,2,2,2
002227.SZ,奥特迅,2008-05-06,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,3,3,3,3,3,3,3,2,2,3,3,3
002228.SZ,合兴包装,2008-05-08,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,3,3,3,3,3,3,3,2,2,3,3,3
002229.SZ,鸿博股份,2008-05-08,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,5,5,5,5,5,5,5,5,5,5,5,2
002230.SZ,科大讯飞,2008-05-12,AA,AAA,AA,AAA,AAA,AAA,AAA,AA,AA,AA,AAA,AAA,5,6,5,6,6,6,6,5,5,5,6,6
002231.SZ,奥维通信,2008-05-12,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,BB,BB,3,3,3,3,2,3,3,3,3,3,2,2
002232.SZ,启明信息,2008-05-09,A,A,A,A,A,A,B,BB,BBB,BBB,BBB,BBB,4,4,4,4,4,4,1,2,3,3,3,3
002233.SZ,塔牌集团,2008-05-16,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BBB,A,5,5,5,5,5,5,5,5,5,5,3,4
002234.SZ,民和股份,2008-05-16,AA,A,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,5,4,3,3,3,3,3,3,3,3,3,3
002235.SZ,安妮股份,2008-05-16,A,B,B,BB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,4,1,1,2,3,3,3,3,3,3,2,3
002236.SZ,大华股份,2008-05-20,AA,AA,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,5,5,3,3,5,5,5,5,5,5,5,5
002237.SZ,恒邦股份,2008-05-20,A,A,BBB,BBB,BBB,BB,BBB,B,BB,BB,BBB,BBB,4,4,3,3,3,2,3,1,2,2,3,3
002238.SZ,天威视讯,2008-05-26,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
002239.SZ,奥特佳,2008-05-22,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,B,BB,3,3,3,3,3,3,3,3,2,3,1,2
002240.SZ,盛新锂能,2008-05-23,BBB,BB,BB,BBB,BBB,BB,BB,B,BB,BB,BBB,BBB,3,2,2,3,3,2,2,1,2,2,3,3
002241.SZ,歌尔股份,2008-05-22,BBB,BBB,BBB,AA,AA,AA,A,A,AA,A,A,AA,3,3,3,5,5,5,4,4,5,4,4,5
002242.SZ,九阳股份,2008-05-28,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
002243.SZ,力合科创,2008-05-28,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,A,A,3,3,3,3,3,3,3,3,4,4,4,4
002244.SZ,滨江集团,2008-05-29,AAA,AAA,AA,AA,AAA,AA,AA,AA,AA,A,AA,AAA,6,6,5,5,6,5,5,5,5,4,5,6
002245.SZ,蔚蓝锂芯,2008-06-05,BBB,BBB,BBB,BBB,BB,BB,BB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,2,2,2,3,3,3,3,3
002246.SZ,北化股份,2008-06-05,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
002247.SZ,*ST聚力,2008-06-12,A,A,A,A,A,A,A,BBB,BBB,BB,CCC,CCC,4,4,4,4,4,4,4,3,3,2,0,0
002248.SZ,华东数控,2008-06-12,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,BB,BBB,BB,3,3,3,3,3,3,2,2,2,2,3,2
002249.SZ,大洋电机,2008-06-19,AA,A,AA,AA,AA,AA,AA,AA,AAA,AAA,BBB,BBB,5,4,5,5,5,5,5,5,6,6,3,3
002250.SZ,联化科技,2008-06-19,BBB,BBB,BBB,AA,AA,AA,AA,BBB,BBB,BB,A,A,3,3,3,5,5,5,5,3,3,2,4,4
002251.SZ,步步高,2008-06-19,A,A,A,A,B,BBB,BB,BBB,BBB,BBB,A,A,4,4,4,4,1,3,2,3,3,3,4,4
002252.SZ,上海莱士,2008-06-23,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,A,A,A,AA,3,3,3,3,3,3,3,2,4,4,4,5
002253.SZ,川大智胜,2008-06-23,AA,AA,A,BBB,A,BBB,BBB,BBB,BBB,BBB,BBB,BBB,5,5,4,3,4,3,3,3,3,3,3,3
002254.SZ,泰和新材,2008-06-25,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,A,BBB,3,3,3,3,3,3,3,3,4,4,4,3
002255.SZ,海陆重工,2008-06-25,A,BBB,A,A,A,A,A,A,A,A,BBB,B,4,3,4,4,4,4,4,4,4,4,3,1
002256.SZ,*ST兆新,2008-06-25,BBB,BBB,B,CCC,BB,B,BB,BB,BBB,BBB,BB,CCC,3,3,1,0,2,1,2,2,3,3,2,0
002258.SZ,利尔化学,2008-07-08,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,BB,3,3,3,3,3,3,3,3,3,3,0,2
002259.SZ,*ST升达,2008-07-16,BBB,BBB,BBB,BB,BB,BBB,BB,BB,BB,CCC,CCC,B,3,3,3,2,2,3,2,2,2,0,0,1
002260.SZ,*ST德奥,2008-07-16,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,CCC,B,BB,3,3,3,3,3,3,2,2,3,0,1,2
002261.SZ,拓维信息,2008-07-23,A,A,A,A,A,BBB,BBB,BBB,A,BBB,BBB,BB,4,4,4,4,4,3,3,3,4,3,3,2
002262.SZ,恩华药业,2008-07-23,BBB,AA,AA,AA,BBB,A,A,A,A,A,A,A,3,5,5,5,3,4,4,4,4,4,4,4
002263.SZ,大东南,2008-07-28,BBB,BBB,BBB,BBB,BB,BBB,B,BB,BB,BB,BB,B,3,3,3,3,2,3,1,2,2,2,2,1
002264.SZ,新华都,2008-07-31,A,A,A,A,A,A,BBB,BB,BBB,BBB,BBB,A,4,4,4,4,4,4,3,2,3,3,3,4
002265.SZ,西仪股份,2008-08-06,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BB,B,BBB,3,3,3,3,2,3,3,3,3,2,1,3
002266.SZ,浙富控股,2008-08-06,BBB,BBB,BBB,BBB,BB,BBB,BB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,2,3,2,3,3,3,3,3
002267.SZ,陕天然气,2008-08-13,BBB,BBB,BBB,BB,BB,BBB,BBB,A,A,A,BBB,BBB,3,3,3,2,2,3,3,4,4,4,3,3
002268.SZ,卫士通,2008-08-11,A,A,A,A,BB,BBB,BBB,A,A,A,BBB,BBB,4,4,4,4,2,3,3,4,4,4,3,3
002269.SZ,美邦服饰,2008-08-28,AA,AA,AA,AA,AA,AA,AA,A,AA,AA,AA,AA,5,5,5,5,5,5,5,4,5,5,5,5
002270.SZ,华明装备,2008-09-05,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,2,2,3,3,3,3,3
002271.SZ,东方雨虹,2008-09-10,BBB,BB,BBB,BBB,A,AA,AA,AA,AA,AA,AA,AA,3,2,3,3,4,5,5,5,5,5,5,5
002272.SZ,川润股份,2008-09-19,AA,AA,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BB,5,5,3,3,2,3,3,3,3,3,3,2
002273.SZ,水晶光电,2008-09-19,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BB,3,3,3,3,3,3,3,2,2,3,3,2
002274.SZ,华昌化工,2008-09-25,BBB,B,BB,BB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BB,3,1,2,2,3,3,3,2,3,3,3,2
002275.SZ,桂林三金,2009-07-10,BBB,BBB,BBB,BBB,A,A,BBB,A,A,A,BBB,A,3,3,3,3,4,4,3,4,4,4,3,4
002276.SZ,万马股份,2009-07-10,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,3,3,3,3,3,3,3,3,3,3,2,3
002277.SZ,友阿股份,2009-07-17,A,A,A,A,A,BBB,A,BBB,A,BBB,BBB,A,4,4,4,4,4,3,4,3,4,3,3,4
002278.SZ,神开股份,2009-08-11,BBB,BBB,BBB,BBB,BBB,BBB,B,CCC,B,B,CCC,B,3,3,3,3,3,3,1,0,1,1,0,1
002279.SZ,久其软件,2009-08-11,A,A,A,A,A,A,A,A,BBB,BBB,BB,BB,4,4,4,4,4,4,4,4,3,3,2,2
002280.SZ,联络互动,2009-08-21,A,A,A,A,BBB,BBB,BBB,AA,AA,A,CCC,CCC,4,4,4,4,3,3,3,5,5,4,0,0
002281.SZ,光迅科技,2009-08-21,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,A,AA,AA,3,3,3,5,5,5,5,5,5,4,5,5
002282.SZ,博深股份,2009-08-21,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,2,3,3,3,3
002283.SZ,天润工业,2009-08-21,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
002284.SZ,亚太股份,2009-08-28,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,B,BB,BB,3,3,3,3,3,3,2,3,3,1,2,2
002285.SZ,世联行,2009-08-28,A,A,A,A,A,A,A,A,A,BBB,BBB,A,4,4,4,4,4,4,4,4,4,3,3,4
002286.SZ,保龄宝,2009-08-28,BBB,BBB,BBB,AA,A,A,A,AA,AA,AA,AA,AA,3,3,3,5,4,4,4,5,5,5,5,5
002287.SZ,奇正藏药,2009-08-28,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,5,5,5,5,5,5,5,5,5,5,5
002288.SZ,超华科技,2009-09-03,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,B,CCC,BB,3,3,3,3,3,3,2,2,2,1,0,2
002289.SZ,宇顺电子,2009-09-03,BBB,BBB,BBB,BBB,BBB,BB,B,CCC,B,BB,BB,BBB,3,3,3,3,3,2,1,0,1,2,2,3
002290.SZ,禾盛新材,2009-09-03,A,A,A,A,BBB,BBB,BB,BBB,BBB,BB,BB,BB,4,4,4,4,3,3,2,3,3,2,2,2
002291.SZ,星期六,2009-09-03,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,B,B,3,3,3,3,3,3,3,3,3,0,1,1
002292.SZ,奥飞娱乐,2009-09-10,BBB,BBB,BBB,BBB,A,BBB,AA,AA,A,A,AA,A,3,3,3,3,4,3,5,5,4,4,5,4
002293.SZ,罗莱生活,2009-09-10,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,A,3,3,3,3,3,3,4,3,3,3,3,4
002294.SZ,信立泰,2009-09-10,BBB,BBB,BBB,BBB,A,A,A,A,A,BBB,BBB,BBB,3,3,3,3,4,4,4,4,4,3,3,3
002295.SZ,精艺股份,2009-09-29,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,3,3,3,3,3,3,3,3,3,2,2,3
002296.SZ,辉煌科技,2009-09-29,BBB,BBB,BBB,BBB,A,A,AA,A,A,BBB,BBB,BBB,3,3,3,3,4,4,5,4,4,3,3,3
002297.SZ,博云新材,2009-09-29,BBB,BBB,A,A,B,BB,BBB,BBB,BBB,BBB,BBB,BB,3,3,4,4,1,2,3,3,3,3,3,2
002298.SZ,中电兴发,2009-09-29,A,BBB,BBB,BBB,A,A,A,A,A,BBB,BBB,A,4,3,3,3,4,4,4,4,4,3,3,4
002299.SZ,圣农发展,2009-10-21,BBB,AA,AA,AA,AA,AA,AA,AA,A,A,AA,AA,3,5,5,5,5,5,5,5,4,4,5,5
002300.SZ,太阳电缆,2009-10-21,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,5,5,5,5,5,5,5,5,5,5,5
002301.SZ,齐心集团,2009-10-21,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BBB,BBB,BBB,BBB,3,3,3,3,2,3,3,2,3,3,3,3
002302.SZ,西部建设,2009-11-03,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BBB,0,3,3,3,3,3,3,2,3,3,2,3
002303.SZ,美盈森,2009-11-03,未上市,BBB,BBB,BBB,A,A,A,B,B,BBB,BBB,BB,0,3,3,3,4,4,4,1,1,3,3,2
002304.SZ,洋河股份,2009-11-06,未上市,BBB,BB,A,AA,AA,AA,AA,AA,AA,AA,AA,0,3,2,4,5,5,5,5,5,5,5,5
002305.SZ,南国置业,2009-11-06,未上市,A,A,A,A,A,A,A,A,A,A,A,0,4,4,4,4,4,4,4,4,4,4,4
002306.SZ,中科云网,2009-11-11,未上市,A,A,A,BBB,BB,CC,CCC,CCC,B,B,BB,0,4,4,4,3,2,0,0,0,1,1,2
002307.SZ,北新路桥,2009-11-11,未上市,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,BBB,0,3,3,3,2,2,3,3,3,3,3,3
002308.SZ,威创股份,2009-11-27,未上市,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,BBB,0,3,3,3,2,2,3,3,3,3,3,3
002309.SZ,中利集团,2009-11-27,未上市,BBB,BBB,BBB,BBB,BB,BB,BB,BB,BBB,CCC,B,0,3,3,3,3,2,2,2,2,3,0,1
002310.SZ,东方园林,2009-11-27,未上市,BBB,BB,BB,BBB,BB,BB,BB,BB,AA,BBB,B,0,3,2,2,3,2,2,2,2,5,3,1
002311.SZ,海大集团,2009-11-27,未上市,BBB,BBB,BBB,BB,BBB,BBB,BBB,A,AA,AA,AA,0,3,3,3,2,3,3,3,4,5,5,5
002312.SZ,川发龙蟒,2009-12-03,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,0,3,3,3,3,3,3,3,3,3,2,2
002313.SZ,日海智能,2009-12-03,未上市,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BB,BBB,0,3,3,3,3,2,3,3,3,3,2,3
002314.SZ,南山控股,2009-12-03,未上市,A,A,A,A,A,A,A,A,A,A,A,0,4,4,4,4,4,4,4,4,4,4,4
002315.SZ,焦点科技,2009-12-09,未上市,A,BBB,BBB,A,A,A,A,A,A,BBB,AA,0,4,3,3,4,4,4,4,4,4,3,5
002316.SZ,亚联发展,2009-12-09,未上市,BBB,A,A,BB,BB,B,BB,BB,BB,BB,BB,0,3,4,4,2,2,1,2,2,2,2,2
002317.SZ,众生药业,2009-12-11,未上市,BBB,BBB,BBB,A,A,BBB,BBB,A,CCC,BBB,BBB,0,3,3,3,4,4,3,3,4,0,3,3
002318.SZ,久立特材,2009-12-11,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,0,3,3,3,3,3,3,3,3,3,3,3
002319.SZ,乐通股份,2009-12-11,未上市,BBB,BBB,AA,AA,BBB,BBB,BBB,BBB,BBB,BBB,BBB,0,3,3,5,5,3,3,3,3,3,3,3
002320.SZ,海峡股份,2009-12-16,未上市,BBB,BBB,BBB,BBB,BB,BB,BB,BBB,BBB,BB,BB,0,3,3,3,3,2,2,2,3,3,2,2
002321.SZ,*ST华英,2009-12-16,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,0,3,3,3,3,3,3,3,3,4,3,3
002322.SZ,理工环科,2009-12-18,未上市,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,B,BB,0,3,3,3,3,2,3,3,3,3,1,2
002323.SZ,*ST雅博,2009-12-18,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,B,CCC,B,0,3,3,3,3,3,3,3,1,1,0,1
002324.SZ,普利特,2009-12-18,未上市,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BB,BB,BBB,0,3,3,3,3,3,4,3,3,2,2,3
002325.SZ,洪涛股份,2009-12-22,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,B,B,0,3,3,3,3,3,3,3,2,2,1,1
002326.SZ,永太科技,2009-12-22,未上市,BBB,B,BB,BB,BBB,B,B,BB,BB,BB,CCC,0,3,1,2,2,3,1,1,2,2,2,0
002327.SZ,富安娜,2009-12-30,未上市,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,A,BBB,BBB,0,3,3,3,3,4,3,3,3,4,3,3
002328.SZ,新朋股份,2009-12-30,未上市,A,BBB,BBB,BBB,A,A,A,A,BB,BBB,BBB,0,4,3,3,3,4,4,4,4,2,3,3
002329.SZ,皇氏集团,2010-01-06,未上市,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,B,B,BB,0,3,3,3,4,3,3,3,3,1,1,2
002330.SZ,得利斯,2010-01-06,未上市,BBB,BBB,BBB,BBB,BB,BBB,B,B,BB,BBB,BBB,0,3,3,3,3,2,3,1,1,2,3,3
002331.SZ,皖通科技,2010-01-06,未上市,AA,AA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AA,BB,0,5,5,6,6,6,6,6,6,6,5,2
002332.SZ,仙琚制药,2010-01-12,未上市,BBB,BBB,B,BB,BBB,A,A,A,A,BBB,BBB,0,3,3,1,2,3,4,4,4,4,3,3
002333.SZ,罗普斯金,2010-01-12,未上市,A,A,A,A,BBB,BBB,BBB,BBB,A,B,BB,0,4,4,4,4,3,3,3,3,4,1,2
002334.SZ,英威腾,2010-01-13,未上市,A,A,B,BB,BBB,A,A,BBB,BBB,BB,B,0,4,4,1,2,3,4,4,3,3,2,1
002335.SZ,科华数据,2010-01-13,未上市,A,A,A,A,BBB,BBB,BBB,BBB,BBB,BBB,BBB,0,4,4,4,4,3,3,3,3,3,3,3
002336.SZ,人人乐,2010-01-13,未上市,A,A,A,A,A,BBB,BBB,BBB,BBB,BBB,BBB,0,4,4,4,4,4,3,3,3,3,3,3
002337.SZ,赛象科技,2010-01-15,未上市,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,0,3,3,3,2,3,3,3,3,3,3,3
002338.SZ,奥普光电,2010-01-15,未上市,BBB,BB,BBB,BBB,BBB,B,BB,B,BB,BB,BBB,0,3,2,3,3,3,1,2,1,2,2,3
002339.SZ,积成电子,2010-01-22,未上市,BBB,A,A,A,BBB,BBB,A,BBB,BBB,BBB,BBB,0,3,4,4,4,3,3,4,3,3,3,3
002340.SZ,格林美,2010-01-22,未上市,AA,AA,AA,AA,AA,AA,A,AA,BBB,AA,AA,0,5,5,5,5,5,5,4,5,3,5,5
002341.SZ,新纶科技,2010-01-22,未上市,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,CCC,CCC,0,3,3,2,2,3,3,3,3,3,0,0
002342.SZ,巨力索具,2010-01-26,未上市,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BB,BB,BB,0,3,3,3,3,3,2,2,3,2,2,2
002343.SZ,慈文传媒,2010-01-26,未上市,BBB,BBB,B,BB,BB,A,BBB,BBB,BBB,B,BB,0,3,3,1,2,2,4,3,3,3,1,2
002344.SZ,海宁皮城,2010-01-26,未上市,BBB,BBB,BBB,BBB,AA,AA,A,A,BBB,BBB,BBB,0,3,3,3,3,5,5,4,4,3,3,3
002345.SZ,潮宏基,2010-01-28,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,0,3,3,3,3,3,3,3,3,3,2,3
002346.SZ,柘中股份,2010-01-28,未上市,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,BB,0,3,3,3,2,2,3,3,3,3,3,2
002347.SZ,泰尔股份,2010-01-28,未上市,BBB,BBB,BBB,BB,BBB,BBB,BBB,BB,BB,BBB,BBB,0,3,3,3,2,3,3,3,2,2,3,3
002348.SZ,高乐股份,2010-02-03,未上市,BBB,BBB,AA,AA,AA,AA,AA,A,A,BB,B,0,3,3,5,5,5,5,5,4,4,2,1
002349.SZ,精华制药,2010-02-03,未上市,BBB,BBB,BBB,A,A,A,A,BB,B,BBB,BBB,0,3,3,3,4,4,4,4,2,1,3,3
002350.SZ,北京科锐,2010-02-03,未上市,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BB,0,3,3,3,2,3,3,3,3,3,3,2
002351.SZ,漫步者,2010-02-05,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,0,3,3,3,3,3,3,3,3,3,3,4
002352.SZ,顺丰控股,2010-02-05,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BB,A,A,A,A,0,3,3,3,3,3,3,2,4,4,4,4
002353.SZ,杰瑞股份,2010-02-05,未上市,BBB,BBB,BBB,A,AA,A,AA,AA,AA,AA,AA,0,3,3,3,4,5,4,5,5,5,5,5
002354.SZ,天神娱乐,2010-02-09,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,CC,CC,0,3,3,3,3,3,3,3,3,2,0,0
002355.SZ,兴民智通,2010-02-09,未上市,BBB,BBB,BBB,B,BB,BBB,BBB,BBB,BBB,BB,B,0,3,3,3,1,2,3,3,3,3,2,1
002356.SZ,*ST赫美,2010-02-09,未上市,A,A,A,A,A,A,BBB,A,BB,B,CCC,0,4,4,4,4,4,4,3,4,2,1,0
002357.SZ,富临运业,2010-02-10,未上市,BBB,BB,BB,B,BB,BB,BBB,BBB,BB,B,B,0,3,2,2,1,2,2,3,3,2,1,1
002358.SZ,ST森源,2010-02-10,未上市,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,B,0,3,3,3,3,3,2,2,3,3,3,1
002359.SZ,*ST北讯,2010-02-10,未上市,BBB,BBB,BBB,BBB,BB,B,B,BBB,BBB,CCC,CC,0,3,3,3,3,2,1,1,3,3,0,0
002360.SZ,同德化工,2010-03-03,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,0,3,3,3,3,3,3,3,4,3,3,3
002361.SZ,神剑股份,2010-03-03,未上市,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,0,3,3,3,3,2,2,3,3,3,3,3
002362.SZ,汉王科技,2010-03-03,未上市,BBB,BBB,BBB,BBB,B,BB,BBB,BBB,BBB,BB,BBB,0,3,3,3,3,1,2,3,3,3,2,3
002363.SZ,隆基机械,2010-03-05,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,0,3,3,3,3,3,3,3,3,2,3,3
002364.SZ,中恒电气,2010-03-05,未上市,BBB,BBB,BBB,A,A,A,BBB,A,BB,B,CCC,0,3,3,3,4,4,4,3,4,2,1,0
002365.SZ,永安药业,2010-03-05,未上市,BBB,BBB,BB,BBB,BBB,BB,BB,BB,BB,BBB,BBB,0,3,3,2,3,3,2,2,2,2,3,3
002366.SZ,台海核电,2010-03-12,未上市,BBB,AA,AA,BBB,BBB,BBB,BB,BB,BBB,B,B,0,3,5,5,3,3,3,2,2,3,1,1
002367.SZ,康力电梯,2010-03-12,未上市,BBB,AA,AA,AA,AA,AA,BBB,BBB,BBB,BBB,BB,0,3,5,5,5,5,5,3,3,3,3,2
002368.SZ,太极股份,2010-03-12,未上市,BBB,AA,AA,AAA,AAA,AA,AA,AA,AAA,AA,BBB,0,3,5,5,6,6,5,5,5,6,5,3
002369.SZ,卓翼科技,2010-03-16,未上市,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,CCC,B,0,3,3,3,3,2,2,3,3,3,0,1
002370.SZ,亚太药业,2010-03-16,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CC,0,3,3,3,3,3,3,3,3,3,3,0
002371.SZ,北方华创,2010-03-16,未上市,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,AA,AA,0,3,3,3,3,3,3,3,4,4,5,5
002372.SZ,伟星新材,2010-03-18,未上市,BBB,AA,AA,AA,AA,AA,AA,AA,AA,A,AA,0,3,5,5,5,5,5,5,5,5,4,5
